3 to 3090,,Channel 1,,,,
Date,Time,Voltage (V),Conc. CO2 (ppm),Time Elapsed,Discharge,Mol CO2
6/14/2019,10:00:28 AM,0.002,,,,
6/14/2019,10:00:33 AM,0.002,,,,
6/14/2019,10:00:38 AM,0.002,,,,
6/14/2019,10:00:43 AM,0.002,,,,
6/14/2019,10:00:48 AM,0.002,,,,
6/14/2019,10:00:53 AM,0.002,,,,
6/14/2019,10:00:58 AM,0.002,,,,
6/14/2019,10:01:03 AM,0.002,,,,
6/14/2019,10:01:08 AM,0.002,,,,
6/14/2019,10:01:13 AM,0.002,,,,
6/14/2019,10:01:18 AM,0.002,,,,
6/14/2019,10:01:23 AM,0.002,,,,
6/14/2019,10:01:28 AM,0.002,,,,
6/14/2019,10:01:33 AM,0.002,,,,
6/14/2019,10:01:38 AM,0.002,,,,
6/14/2019,10:01:43 AM,0.002,,,,
6/14/2019,10:01:48 AM,0.002,,,,
6/14/2019,10:01:53 AM,0.002,,,,
6/14/2019,10:01:58 AM,0.002,,,,
6/14/2019,10:02:03 AM,0.002,,,,
6/14/2019,10:02:08 AM,0.002,,,,
6/14/2019,10:02:13 AM,0.002,,,,
6/14/2019,10:02:18 AM,0.002,,,,
6/14/2019,10:02:23 AM,0.002,,,,
6/14/2019,10:02:28 AM,0.002,,,,
6/14/2019,10:02:33 AM,0.002,,,,
6/14/2019,10:02:38 AM,0.002,,,,
6/14/2019,10:02:43 AM,0.002,,,,
6/14/2019,10:02:48 AM,0.002,,,,
6/14/2019,10:02:53 AM,0.002,,,,
6/14/2019,10:02:58 AM,0.002,,,,
6/14/2019,10:03:03 AM,0.002,,,,
6/14/2019,10:03:08 AM,0.002,,,,
6/14/2019,10:03:13 AM,0.002,,,,
6/14/2019,10:03:18 AM,0.002,,,,
6/14/2019,10:03:23 AM,0.002,,,,
6/14/2019,10:03:28 AM,0.002,,,,
6/14/2019,10:03:33 AM,0.002,,,,
6/14/2019,10:03:38 AM,0.002,,,,
6/14/2019,10:03:43 AM,0.002,,,,
6/14/2019,10:03:48 AM,0.002,,,,
6/14/2019,10:03:53 AM,0.002,,,,
6/14/2019,10:03:58 AM,0.002,,,,
6/14/2019,10:04:03 AM,0.002,,,,
6/14/2019,10:04:08 AM,0.002,,,,
6/14/2019,10:04:13 AM,0.002,,,,
6/14/2019,10:04:18 AM,0.002,,,,
6/14/2019,10:04:23 AM,0.002,,,,
6/14/2019,10:04:28 AM,0.002,,,,
6/14/2019,10:04:33 AM,0.002,,,,
6/14/2019,10:04:38 AM,0.002,,,,
6/14/2019,10:04:43 AM,0.002,,,,
6/14/2019,10:04:48 AM,0.002,,,,
6/14/2019,10:04:53 AM,0.002,,,,
6/14/2019,10:04:58 AM,0.002,,,,
6/14/2019,10:05:03 AM,0.002,,,,
6/14/2019,10:05:08 AM,0.002,,,,
6/14/2019,10:05:13 AM,0.002,,,,
6/14/2019,10:05:18 AM,0.002,,,,
6/14/2019,10:05:23 AM,0.002,,,,
6/14/2019,10:05:28 AM,0.002,,,,
6/14/2019,10:05:33 AM,0.002,,,,
6/14/2019,10:05:38 AM,0.002,,,,
6/14/2019,10:05:43 AM,0.002,,,,
6/14/2019,10:05:48 AM,0.002,,,,
6/14/2019,10:05:53 AM,0.002,,,,
6/14/2019,10:05:58 AM,0.002,,,,
6/14/2019,10:06:03 AM,0.002,,,,
6/14/2019,10:06:08 AM,0.002,,,,
6/14/2019,10:06:13 AM,0.002,,,,
6/14/2019,10:06:18 AM,0.002,,,,
6/14/2019,10:06:23 AM,0.002,,,,
6/14/2019,10:06:28 AM,0.002,,,,
6/14/2019,10:06:33 AM,0.002,,,,
6/14/2019,10:06:38 AM,0.002,,,,
6/14/2019,10:06:43 AM,0.002,,,,
6/14/2019,10:06:48 AM,0.002,,,,
6/14/2019,10:06:53 AM,0.002,,,,
6/14/2019,10:06:58 AM,0.002,,,,
6/14/2019,10:07:03 AM,0.002,,,,
6/14/2019,10:07:08 AM,0.002,,,,
6/14/2019,10:07:13 AM,0.002,,,,
6/14/2019,10:07:18 AM,0.002,,,,
6/14/2019,10:07:23 AM,0.002,,,,
6/14/2019,10:07:28 AM,0.002,,,,
6/14/2019,10:07:33 AM,0.002,,,,
6/14/2019,10:07:38 AM,0.002,,,,
6/14/2019,10:07:43 AM,0.002,,,,
6/14/2019,10:07:48 AM,0.002,,,,
6/14/2019,10:07:53 AM,0.002,,,,
6/14/2019,10:07:58 AM,0.002,,,,
6/14/2019,10:08:03 AM,0.002,,,,
6/14/2019,10:08:08 AM,0.002,,,,
6/14/2019,10:08:13 AM,0.002,,,,
6/14/2019,10:08:18 AM,0.002,,,,
6/14/2019,10:08:23 AM,0.002,,,,
6/14/2019,10:08:28 AM,0.002,,,,
6/14/2019,10:08:33 AM,0.002,,,,
6/14/2019,10:08:38 AM,0.002,,,,
6/14/2019,10:08:43 AM,0.002,,,,
6/14/2019,10:08:48 AM,0.002,,,,
6/14/2019,10:08:53 AM,0.002,,,,
6/14/2019,10:08:58 AM,0.002,,,,
6/14/2019,10:09:03 AM,0.002,,,,
6/14/2019,10:09:08 AM,0.002,,,,
6/14/2019,10:09:13 AM,0.002,,,,
6/14/2019,10:09:18 AM,0.002,,,,
6/14/2019,10:09:23 AM,0.002,,,,
6/14/2019,10:09:28 AM,0.002,,,,
6/14/2019,10:09:33 AM,0.002,,,,
6/14/2019,10:09:38 AM,0.002,,,,
6/14/2019,10:09:43 AM,0.002,,,,
6/14/2019,10:09:48 AM,0.002,,,,
6/14/2019,10:09:53 AM,0.002,,,,
6/14/2019,10:09:58 AM,0.002,,,,
6/14/2019,10:10:03 AM,0.002,,,,
6/14/2019,10:10:08 AM,0.002,,,,
6/14/2019,10:10:13 AM,0.002,,,,
6/14/2019,10:10:18 AM,0.002,,,,
6/14/2019,10:10:23 AM,0.002,,,,
6/14/2019,10:10:28 AM,0.002,,,,
6/14/2019,10:10:33 AM,0.002,,,,
6/14/2019,10:10:38 AM,0.002,,,,
6/14/2019,10:10:43 AM,0.002,,,,
6/14/2019,10:10:48 AM,0.002,,,,
6/14/2019,10:10:53 AM,0.002,,,,
6/14/2019,10:10:58 AM,0.002,,,,
6/14/2019,10:11:03 AM,0.002,,,,
6/14/2019,10:11:08 AM,0.002,,,,
6/14/2019,10:11:13 AM,0.002,,,,
6/14/2019,10:11:18 AM,0.002,,,,
6/14/2019,10:11:23 AM,0.002,,,,
6/14/2019,10:11:28 AM,0.002,,,,
6/14/2019,10:11:33 AM,0.002,,,,
6/14/2019,10:11:38 AM,0.002,,,,
6/14/2019,10:11:43 AM,0.002,,,,
6/14/2019,10:11:48 AM,0.002,,,,
6/14/2019,10:11:53 AM,0.002,,,,
6/14/2019,10:11:58 AM,0.002,,,,
6/14/2019,10:12:03 AM,0.002,,,,
6/14/2019,10:12:08 AM,0.002,,,,
6/14/2019,10:12:13 AM,0.002,,,,
6/14/2019,10:12:18 AM,0.002,,,,
6/14/2019,10:12:23 AM,0.002,,,,
6/14/2019,10:12:28 AM,0.002,,,,
6/14/2019,10:12:33 AM,0.002,,,,
6/14/2019,10:12:38 AM,0.002,,,,
6/14/2019,10:12:43 AM,0.002,,,,
6/14/2019,10:12:48 AM,0.002,,,,
6/14/2019,10:12:53 AM,0.002,,,,
6/14/2019,10:12:58 AM,0.002,,,,
6/14/2019,10:13:03 AM,0.002,,,,
6/14/2019,10:13:08 AM,0.002,,,,
6/14/2019,10:13:13 AM,0.002,,,,
6/14/2019,10:13:18 AM,0.002,,,,
6/14/2019,10:13:23 AM,0.002,,,,
6/14/2019,10:13:28 AM,0.002,,,,
6/14/2019,10:13:33 AM,0.002,,,,
6/14/2019,10:13:38 AM,0.002,,,,
6/14/2019,10:13:43 AM,0.002,,,,
6/14/2019,10:13:48 AM,0.002,,,,
6/14/2019,10:13:53 AM,0.002,,,,
6/14/2019,10:13:58 AM,0.002,,,,
6/14/2019,10:14:03 AM,0.002,,,,
6/14/2019,10:14:08 AM,0.002,,,,
6/14/2019,10:14:13 AM,0.002,,,,
6/14/2019,10:14:18 AM,0.002,,,,
6/14/2019,10:14:23 AM,0.002,,,,
6/14/2019,10:14:28 AM,0.002,,,,
6/14/2019,10:14:33 AM,0.002,,,,
6/14/2019,10:14:38 AM,0.002,,,,
6/14/2019,10:14:43 AM,0.002,,,,
6/14/2019,10:14:48 AM,0.002,,,,
6/14/2019,10:14:53 AM,0.002,,,,
6/14/2019,10:14:58 AM,0.002,,,,
6/14/2019,10:15:03 AM,0.002,,,,
6/14/2019,10:15:08 AM,0.002,,,,
6/14/2019,10:15:13 AM,0.002,,,,
6/14/2019,10:15:18 AM,0.002,,,,
6/14/2019,10:15:23 AM,0.002,,,,
6/14/2019,10:15:28 AM,0.002,,,,
6/14/2019,10:15:33 AM,0.002,,,,
6/14/2019,10:15:38 AM,0.002,,,,
6/14/2019,10:15:43 AM,0.002,,,,
6/14/2019,10:15:48 AM,0.002,,,,
6/14/2019,10:15:53 AM,0.002,,,,
6/14/2019,10:15:58 AM,0.002,,,,
6/14/2019,10:16:03 AM,0.002,,,,
6/14/2019,10:16:08 AM,0.002,,,,
6/14/2019,10:16:13 AM,0.002,,,,
6/14/2019,10:16:18 AM,0.002,,,,
6/14/2019,10:16:23 AM,0.002,,,,
6/14/2019,10:16:28 AM,0.002,,,,
6/14/2019,10:16:33 AM,0.002,,,,
6/14/2019,10:16:38 AM,0.002,,,,
6/14/2019,10:16:43 AM,0.002,,,,
6/14/2019,10:16:48 AM,0.002,,,,
6/14/2019,10:16:53 AM,0.002,,,,
6/14/2019,10:16:58 AM,0.002,,,,
6/14/2019,10:17:03 AM,0.002,,,,
6/14/2019,10:17:08 AM,0.002,,,,
6/14/2019,10:17:13 AM,0.002,,,,
6/14/2019,10:17:18 AM,0.002,,,,
6/14/2019,10:17:23 AM,0.002,,,,
6/14/2019,10:17:28 AM,0.002,,,,
6/14/2019,10:17:33 AM,0.002,,,,
6/14/2019,10:17:38 AM,0.002,,,,
6/14/2019,10:17:43 AM,0.002,,,,
6/14/2019,10:17:48 AM,0.002,,,,
6/14/2019,10:17:53 AM,0.002,,,,
6/14/2019,10:17:58 AM,0.002,,,,
6/14/2019,10:18:03 AM,0.002,,,,
6/14/2019,10:18:08 AM,0.002,,,,
6/14/2019,10:18:13 AM,0.002,,,,
6/14/2019,10:18:18 AM,0.002,,,,
6/14/2019,10:18:23 AM,0.002,,,,
6/14/2019,10:18:28 AM,0.002,,,,
6/14/2019,10:18:33 AM,0.002,,,,
6/14/2019,10:18:38 AM,0.002,,,,
6/14/2019,10:18:43 AM,0.002,,,,
6/14/2019,10:18:48 AM,0.002,,,,
6/14/2019,10:18:53 AM,0.002,,,,
6/14/2019,10:18:58 AM,0.002,,,,
6/14/2019,10:19:03 AM,0.002,,,,
6/14/2019,10:19:08 AM,0.002,,,,
6/14/2019,10:19:13 AM,0.002,,,,
6/14/2019,10:19:18 AM,0.002,,,,
6/14/2019,10:19:23 AM,0.002,,,,
6/14/2019,10:19:28 AM,0.002,,,,
6/14/2019,10:19:33 AM,0.002,,,,
6/14/2019,10:19:38 AM,0.002,,,,
6/14/2019,10:19:43 AM,0.002,,,,
6/14/2019,10:19:48 AM,0.002,,,,
6/14/2019,10:19:53 AM,0.002,,,,
6/14/2019,10:19:58 AM,0.002,,,,
6/14/2019,10:20:03 AM,0.002,,,,
6/14/2019,10:20:08 AM,0.002,,,,
6/14/2019,10:20:13 AM,0.002,,,,
6/14/2019,10:20:18 AM,0.002,,,,
6/14/2019,10:20:23 AM,0.002,,,,
6/14/2019,10:20:28 AM,0.002,,,,
6/14/2019,10:20:33 AM,0.002,,,,
6/14/2019,10:20:38 AM,0.002,,,,
6/14/2019,10:20:43 AM,0.002,,,,
6/14/2019,10:20:48 AM,0.002,,,,
6/14/2019,10:20:53 AM,0.002,,,,
6/14/2019,10:20:58 AM,0.002,,,,
6/14/2019,10:21:03 AM,0.002,,,,
6/14/2019,10:21:08 AM,0.002,,,,
6/14/2019,10:21:13 AM,0.002,,,,
6/14/2019,10:21:18 AM,0.002,,,,
6/14/2019,10:21:23 AM,0.002,,,,
6/14/2019,10:21:28 AM,0.002,,,,
6/14/2019,10:21:33 AM,0.002,,,,
6/14/2019,10:21:38 AM,0.002,,,,
6/14/2019,10:21:43 AM,0.002,,,,
6/14/2019,10:21:48 AM,0.002,,,,
6/14/2019,10:21:53 AM,0.002,,,,
6/14/2019,10:21:58 AM,0.002,,,,
6/14/2019,10:22:03 AM,0.002,,,,
6/14/2019,10:22:08 AM,0.002,,,,
6/14/2019,10:22:13 AM,0.002,,,,
6/14/2019,10:22:18 AM,0.002,,,,
6/14/2019,10:22:23 AM,0.002,,,,
6/14/2019,10:22:28 AM,0.002,,,,
6/14/2019,10:22:33 AM,0.002,,,,
6/14/2019,10:22:38 AM,0.002,,,,
6/14/2019,10:22:43 AM,0.002,,,,
6/14/2019,10:22:48 AM,0.002,,,,
6/14/2019,10:22:53 AM,0.002,,,,
6/14/2019,10:22:58 AM,0.002,,,,
6/14/2019,10:23:03 AM,0.002,,,,
6/14/2019,10:23:08 AM,0.002,,,,
6/14/2019,10:23:13 AM,0.002,,,,
6/14/2019,10:23:18 AM,0.002,,,,
6/14/2019,10:23:23 AM,0.002,,,,
6/14/2019,10:23:28 AM,0.002,,,,
6/14/2019,10:23:33 AM,0.002,,,,
6/14/2019,10:23:38 AM,0.002,,,,
6/14/2019,10:23:43 AM,0.002,,,,
6/14/2019,10:23:48 AM,0.002,,,,
6/14/2019,10:23:53 AM,0.002,,,,
6/14/2019,10:23:58 AM,0.002,,,,
6/14/2019,10:24:03 AM,0.002,,,,
6/14/2019,10:24:08 AM,0.002,,,,
6/14/2019,10:24:13 AM,0.002,,,,
6/14/2019,10:24:18 AM,0.002,,,,
6/14/2019,10:24:23 AM,0.002,,,,
6/14/2019,10:24:28 AM,0.002,,,,
6/14/2019,10:24:33 AM,0.002,,,,
6/14/2019,10:24:38 AM,0.002,,,,
6/14/2019,10:24:43 AM,0.002,,,,
6/14/2019,10:24:48 AM,0.002,,,,
6/14/2019,10:24:53 AM,0.002,,,,
6/14/2019,10:24:58 AM,0.002,,,,
6/14/2019,10:25:03 AM,0.002,,,,
6/14/2019,10:25:08 AM,0.002,,,,
6/14/2019,10:25:13 AM,0.002,,,,
6/14/2019,10:25:18 AM,0.002,,,,
6/14/2019,10:25:23 AM,0.002,,,,
6/14/2019,10:25:28 AM,0.002,,,,
6/14/2019,10:25:33 AM,0.002,,,,
6/14/2019,10:25:38 AM,0.002,,,,
6/14/2019,10:25:43 AM,0.002,,,,
6/14/2019,10:25:48 AM,0.002,,,,
6/14/2019,10:25:53 AM,0.002,,,,
6/14/2019,10:25:58 AM,0.002,,,,
6/14/2019,10:26:03 AM,0.002,,,,
6/14/2019,10:26:08 AM,0.002,,,,
6/14/2019,10:26:13 AM,0.002,,,,
6/14/2019,10:26:18 AM,0.002,,,,
6/14/2019,10:26:23 AM,0.002,,,,
6/14/2019,10:26:28 AM,0.002,,,,
6/14/2019,10:26:33 AM,0.002,,,,
6/14/2019,10:26:38 AM,0.002,,,,
6/14/2019,10:26:43 AM,0.002,,,,
6/14/2019,10:26:48 AM,0.002,,,,
6/14/2019,10:26:53 AM,0.002,,,,
6/14/2019,10:26:58 AM,0.002,,,,
6/14/2019,10:27:03 AM,0.002,,,,
6/14/2019,10:27:08 AM,0.002,,,,
6/14/2019,10:27:13 AM,0.002,,,,
6/14/2019,10:27:18 AM,0.002,,,,
6/14/2019,10:27:23 AM,0.002,,,,
6/14/2019,10:27:28 AM,0.002,,,,
6/14/2019,10:27:33 AM,0.002,,,,
6/14/2019,10:27:38 AM,0.002,,,,
6/14/2019,10:27:43 AM,0.002,,,,
6/14/2019,10:27:48 AM,0.002,,,,
6/14/2019,10:27:53 AM,0.002,,,,
6/14/2019,10:27:58 AM,0.002,,,,
6/14/2019,10:28:03 AM,0.002,,,,
6/14/2019,10:28:08 AM,0.002,,,,
6/14/2019,10:28:13 AM,0.002,,,,
6/14/2019,10:28:18 AM,0.002,,,,
6/14/2019,10:28:23 AM,0.002,,,,
6/14/2019,10:28:28 AM,0.002,,,,
6/14/2019,10:28:33 AM,0.002,,,,
6/14/2019,10:28:38 AM,0.002,,,,
6/14/2019,10:28:43 AM,0.002,,,,
6/14/2019,10:28:48 AM,0.002,,,,
6/14/2019,10:28:53 AM,0.002,,,,
6/14/2019,10:28:58 AM,0.002,,,,
6/14/2019,10:29:03 AM,0.002,,,,
6/14/2019,10:29:08 AM,0.002,,,,
6/14/2019,10:29:13 AM,0.002,,,,
6/14/2019,10:29:18 AM,0.002,,,,
6/14/2019,10:29:23 AM,0.002,,,,
6/14/2019,10:29:28 AM,0.002,,,,
6/14/2019,10:29:33 AM,0.002,,,,
6/14/2019,10:29:38 AM,0.002,,,,
6/14/2019,10:29:43 AM,0.002,,,,
6/14/2019,10:29:48 AM,0.002,,,,
6/14/2019,10:29:53 AM,0.002,,,,
6/14/2019,10:29:58 AM,0.002,,,,
6/14/2019,10:30:03 AM,0.002,,,,
6/14/2019,10:30:08 AM,0.002,,,,
6/14/2019,10:30:13 AM,0.002,,,,
6/14/2019,10:30:18 AM,0.002,,,,
6/14/2019,10:30:23 AM,0.002,,,,
6/14/2019,10:30:28 AM,0.002,,,,
6/14/2019,10:30:33 AM,0.002,,,,
6/14/2019,10:30:38 AM,0.002,,,,
6/14/2019,10:30:43 AM,0.002,,,,
6/14/2019,10:30:48 AM,0.002,,,,
6/14/2019,10:30:53 AM,0.002,,,,
6/14/2019,10:30:58 AM,0.002,,,,
6/14/2019,10:31:03 AM,0.002,,,,
6/14/2019,10:31:08 AM,0.002,,,,
6/14/2019,10:31:13 AM,0.002,,,,
6/14/2019,10:31:18 AM,0.002,,,,
6/14/2019,10:31:23 AM,0.002,,,,
6/14/2019,10:31:28 AM,0.002,,,,
6/14/2019,10:31:33 AM,0.002,,,,
6/14/2019,10:31:38 AM,0.002,,,,
6/14/2019,10:31:43 AM,0.002,,,,
6/14/2019,10:31:48 AM,0.002,,,,
6/14/2019,10:31:53 AM,0.002,,,,
6/14/2019,10:31:58 AM,0.002,,,,
6/14/2019,10:32:03 AM,0.002,,,,
6/14/2019,10:32:08 AM,0.002,,,,
6/14/2019,10:32:13 AM,0.002,,,,
6/14/2019,10:32:18 AM,0.002,,,,
6/14/2019,10:32:23 AM,0.002,,,,
6/14/2019,10:32:28 AM,0.002,,,,
6/14/2019,10:32:33 AM,0.002,,,,
6/14/2019,10:32:38 AM,0.002,,,,
6/14/2019,10:32:43 AM,0.002,,,,
6/14/2019,10:32:48 AM,0.002,,,,
6/14/2019,10:32:53 AM,0.002,,,,
6/14/2019,10:32:58 AM,0.002,,,,
6/14/2019,10:33:03 AM,0.002,,,,
6/14/2019,10:33:08 AM,0.002,,,,
6/14/2019,10:33:13 AM,0.002,,,,
6/14/2019,10:33:18 AM,0.002,,,,
6/14/2019,10:33:23 AM,0.002,,,,
6/14/2019,10:33:28 AM,0.002,,,,
6/14/2019,10:33:33 AM,0.002,,,,
6/14/2019,10:33:38 AM,0.002,,,,
6/14/2019,10:33:43 AM,0.002,,,,
6/14/2019,10:33:48 AM,0.002,,,,
6/14/2019,10:33:53 AM,0.002,,,,
6/14/2019,10:33:58 AM,0.002,,,,
6/14/2019,10:34:03 AM,0.002,,,,
6/14/2019,10:34:08 AM,0.002,,,,
6/14/2019,10:34:13 AM,0.002,,,,
6/14/2019,10:34:18 AM,0.002,,,,
6/14/2019,10:34:23 AM,0.002,,,,
6/14/2019,10:34:28 AM,0.002,,,,
6/14/2019,10:34:33 AM,0.002,,,,
6/14/2019,10:34:38 AM,0.002,,,,
6/14/2019,10:34:43 AM,0.002,,,,
6/14/2019,10:34:48 AM,0.002,,,,
6/14/2019,10:34:53 AM,0.002,,,,
6/14/2019,10:34:58 AM,0.002,,,,
6/14/2019,10:35:03 AM,0.002,,,,
6/14/2019,10:35:08 AM,0.002,,,,
6/14/2019,10:35:13 AM,0.002,,,,
6/14/2019,10:35:18 AM,0.002,,,,
6/14/2019,10:35:23 AM,0.002,,,,
6/14/2019,10:35:28 AM,0.002,,,,
6/14/2019,10:35:33 AM,0.002,,,,
6/14/2019,10:35:38 AM,0.002,,,,
6/14/2019,10:35:43 AM,0.002,,,,
6/14/2019,10:35:48 AM,0.002,,,,
6/14/2019,10:35:53 AM,0.002,,,,
6/14/2019,10:35:58 AM,0.002,,,,
6/14/2019,10:36:03 AM,0.002,,,,
6/14/2019,10:36:08 AM,0.002,,,,
6/14/2019,10:36:13 AM,0.002,,,,
6/14/2019,10:36:18 AM,0.002,,,,
6/14/2019,10:36:23 AM,0.002,,,,
6/14/2019,10:36:28 AM,0.002,,,,
6/14/2019,10:36:33 AM,0.002,,,,
6/14/2019,10:36:38 AM,0.002,,,,
6/14/2019,10:36:43 AM,0.002,,,,
6/14/2019,10:36:48 AM,0.002,,,,
6/14/2019,10:36:53 AM,0.002,,,,
6/14/2019,10:36:58 AM,0.002,,,,
6/14/2019,10:37:03 AM,0.002,,,,
6/14/2019,10:37:08 AM,0.002,,,,
6/14/2019,10:37:13 AM,0.002,,,,
6/14/2019,10:37:18 AM,0.002,,,,
6/14/2019,10:37:23 AM,0.002,,,,
6/14/2019,10:37:28 AM,0.002,,,,
6/14/2019,10:37:33 AM,0.002,,,,
6/14/2019,10:37:38 AM,0.002,,,,
6/14/2019,10:37:43 AM,0.002,,,,
6/14/2019,10:37:48 AM,0.002,,,,
6/14/2019,10:37:53 AM,0.002,,,,
6/14/2019,10:37:58 AM,0.002,,,,
6/14/2019,10:38:03 AM,0.002,,,,
6/14/2019,10:38:08 AM,0.002,,,,
6/14/2019,10:38:13 AM,0.002,,,,
6/14/2019,10:38:18 AM,0.002,,,,
6/14/2019,10:38:23 AM,0.002,,,,
6/14/2019,10:38:28 AM,0.002,,,,
6/14/2019,10:38:33 AM,0.002,,,,
6/14/2019,10:38:38 AM,0.002,,,,
6/14/2019,10:38:43 AM,0.002,,,,
6/14/2019,10:38:48 AM,0.002,,,,
6/14/2019,10:38:53 AM,0.002,,,,
6/14/2019,10:38:58 AM,0.002,,,,
6/14/2019,10:39:03 AM,0.002,,,,
6/14/2019,10:39:08 AM,0.002,,,,
6/14/2019,10:39:13 AM,0.002,,,,
6/14/2019,10:39:18 AM,0.002,,,,
6/14/2019,10:39:23 AM,0.002,,,,
6/14/2019,10:39:28 AM,0.002,,,,
6/14/2019,10:39:33 AM,0.002,,,,
6/14/2019,10:39:38 AM,0.002,,,,
6/14/2019,10:39:43 AM,0.002,,,,
6/14/2019,10:39:48 AM,0.002,,,,
6/14/2019,10:39:53 AM,0.002,,,,
6/14/2019,10:39:58 AM,0.002,,,,
6/14/2019,10:40:03 AM,0.002,,,,
6/14/2019,10:40:08 AM,0.002,,,,
6/14/2019,10:40:13 AM,0.002,,,,
6/14/2019,10:40:18 AM,0.002,,,,
6/14/2019,10:40:23 AM,0.002,,,,
6/14/2019,10:40:28 AM,0.002,,,,
6/14/2019,10:40:33 AM,0.002,,,,
6/14/2019,10:40:38 AM,0.002,,,,
6/14/2019,10:40:43 AM,0.002,,,,
6/14/2019,10:40:48 AM,0.002,,,,
6/14/2019,10:40:53 AM,0.002,,,,
6/14/2019,10:40:58 AM,0.002,,,,
6/14/2019,10:41:03 AM,0.002,,,,
6/14/2019,10:41:08 AM,0.002,,,,
6/14/2019,10:41:13 AM,0.002,,,,
6/14/2019,10:41:18 AM,0.002,,,,
6/14/2019,10:41:23 AM,0.002,,,,
6/14/2019,10:41:28 AM,0.002,,,,
6/14/2019,10:41:33 AM,0.002,,,,
6/14/2019,10:41:38 AM,0.002,,,,
6/14/2019,10:41:43 AM,0.002,,,,
6/14/2019,10:41:48 AM,0.002,,,,
6/14/2019,10:41:53 AM,0.002,,,,
6/14/2019,10:41:58 AM,0.002,,,,
6/14/2019,10:42:03 AM,0.002,,,,
6/14/2019,10:42:08 AM,0.002,,,,
6/14/2019,10:42:13 AM,0.002,,,,
6/14/2019,10:42:18 AM,0.002,,,,
6/14/2019,10:42:23 AM,0.002,,,,
6/14/2019,10:42:28 AM,0.002,,,,
6/14/2019,10:42:33 AM,0.002,,,,
6/14/2019,10:42:38 AM,0.002,,,,
6/14/2019,10:42:43 AM,0.002,,,,
6/14/2019,10:42:48 AM,0.002,,,,
6/14/2019,10:42:53 AM,0.002,,,,
6/14/2019,10:42:58 AM,0.002,,,,
6/14/2019,10:43:03 AM,0.002,,,,
6/14/2019,10:43:08 AM,0.002,,,,
6/14/2019,10:43:13 AM,0.002,,,,
6/14/2019,10:43:18 AM,0.002,,,,
6/14/2019,10:43:23 AM,0.002,,,,
6/14/2019,10:43:28 AM,0.002,,,,
6/14/2019,10:43:33 AM,0.002,,,,
6/14/2019,10:43:38 AM,0.002,,,,
6/14/2019,10:43:43 AM,0.002,,,,
6/14/2019,10:43:48 AM,0.002,,,,
6/14/2019,10:43:53 AM,0.002,,,,
6/14/2019,10:43:58 AM,0.002,,,,
6/14/2019,10:44:03 AM,0.002,,,,
6/14/2019,10:44:08 AM,0.002,,,,
6/14/2019,10:44:13 AM,0.002,,,,
6/14/2019,10:44:18 AM,0.002,,,,
6/14/2019,10:44:23 AM,0.002,,,,
6/14/2019,10:44:28 AM,0.002,,,,
6/14/2019,10:44:33 AM,0.002,,,,
6/14/2019,10:44:38 AM,0.002,,,,
6/14/2019,10:44:43 AM,0.002,,,,
6/14/2019,10:44:48 AM,0.002,,,,
6/14/2019,10:44:53 AM,0.002,,,,
6/14/2019,10:44:58 AM,0.002,,,,
6/14/2019,10:45:03 AM,0.002,,,,
6/14/2019,10:45:08 AM,0.002,,,,
6/14/2019,10:45:13 AM,0.002,,,,
6/14/2019,10:45:18 AM,0.002,,,,
6/14/2019,10:45:23 AM,0.002,,,,
6/14/2019,10:45:28 AM,0.002,,,,
6/14/2019,10:45:33 AM,0.002,,,,
6/14/2019,10:45:38 AM,0.002,,,,
6/14/2019,10:45:43 AM,0.002,,,,
6/14/2019,10:45:48 AM,0.002,,,,
6/14/2019,10:45:53 AM,0.002,,,,
6/14/2019,10:45:58 AM,0.002,,,,
6/14/2019,10:46:03 AM,0.002,,,,
6/14/2019,10:46:08 AM,0.002,,,,
6/14/2019,10:46:13 AM,0.002,,,,
6/14/2019,10:46:18 AM,0.002,,,,
6/14/2019,10:46:23 AM,0.002,,,,
6/14/2019,10:46:28 AM,0.002,,,,
6/14/2019,10:46:33 AM,0.002,,,,
6/14/2019,10:46:38 AM,0.002,,,,
6/14/2019,10:46:43 AM,0.002,,,,
6/14/2019,10:46:48 AM,0.002,,,,
6/14/2019,10:46:53 AM,0.002,,,,
6/14/2019,10:46:58 AM,0.002,,,,
6/14/2019,10:47:03 AM,0.002,,,,
6/14/2019,10:47:08 AM,0.002,,,,
6/14/2019,10:47:13 AM,0.002,,,,
6/14/2019,10:47:18 AM,0.002,,,,
6/14/2019,10:47:23 AM,0.002,,,,
6/14/2019,10:47:28 AM,0.002,,,,
6/14/2019,10:47:33 AM,0.002,,,,
6/14/2019,10:47:38 AM,0.002,,,,
6/14/2019,10:47:43 AM,0.002,,,,
6/14/2019,10:47:48 AM,0.002,,,,
6/14/2019,10:47:53 AM,0.002,,,,
6/14/2019,10:47:58 AM,0.002,,,,
6/14/2019,10:48:03 AM,0.002,,,,
6/14/2019,10:48:08 AM,0.002,,,,
6/14/2019,10:48:13 AM,0.002,,,,
6/14/2019,10:48:18 AM,0.002,,,,
6/14/2019,10:48:23 AM,0.002,,,,
6/14/2019,10:48:28 AM,0.002,,,,
6/14/2019,10:48:33 AM,0.002,,,,
6/14/2019,10:48:38 AM,0.002,,,,
6/14/2019,10:48:43 AM,0.002,,,,
