Date Time,Temp,SpCond,,,,,,,R int- 49140
M/D/Y HH:MM:SS,C,uS,Hgt Trap,Sum,,,,,
7/22/2019 16:58,9.89,107,107,,,,,,
7/22/2019 16:58,9.89,107,107,,,,,,
7/22/2019 16:58,9.89,107,107,,,,,,
7/22/2019 16:58,9.89,107,107,,,,,,
7/22/2019 16:58,9.89,107,107,,,,,,
7/22/2019 16:58,9.89,107,107,,,,,,
7/22/2019 16:58,9.89,107,107,,,,,,
7/22/2019 16:58,9.89,107,107,,,,,,
7/22/2019 16:58,9.89,107,107,,,,,,
7/22/2019 16:58,9.89,107,107,,,,,,
7/22/2019 16:58,9.89,107,107,,,,,,
7/22/2019 16:58,9.89,107,107,,,,,,
7/22/2019 16:58,9.89,107,107,,,,,,
7/22/2019 16:58,9.89,107,107,,,,,,
7/22/2019 16:58,9.89,107,107,,,,,,
7/22/2019 16:58,9.89,107,106.5,,,,,,
7/22/2019 16:58,9.89,106,106,,,,,,
7/22/2019 16:58,9.89,106,106,,,,,,
7/22/2019 16:58,9.88,106,106,,,,,,
7/22/2019 16:58,9.88,106,105.5,,,,,,
7/22/2019 16:58,9.88,105,105,,,,,,
7/22/2019 16:58,9.88,105,104.5,,,,,,
7/22/2019 16:58,9.88,104,104,,,,,,
7/22/2019 16:58,9.88,104,104,,,,,,
