Plot Title: EC1								
#	"Date Time, GMT-05:00"	"Full Range, ?S/cm (LGR S/N: 20636125, SEN S/N: 20636125)"	"Temp, °C (LGR S/N: 20636125, SEN S/N: 20636125)"	"Specific Conductance, ?S/cm (LGR S/N: 20636125)"	Coupler Detached (LGR S/N: 20636125)	Coupler Attached (LGR S/N: 20636125)	Host Connected (LGR S/N: 20636125)	End Of File (LGR S/N: 20636125)
1598	8/1/2019 19:30	8.1	9.01	11.9				
1599	8/1/2019 19:45	8.1	8.88	11.9				
1600	8/1/2019 20:00	7.7	8.72	11.4				
1601	8/1/2019 20:15	7.7	8.61	11.4				
1602	8/1/2019 20:30	7.7	8.48	11.5				
1603	8/1/2019 20:45	7.7	8.31	11.5				
1604	8/1/2019 21:00	7.7	8.19	11.6				
1605	8/1/2019 21:15	8.1	8.08	12.2				
1606	8/1/2019 21:30	7.7	7.99	11.6				
1607	8/1/2019 21:45	8.1	7.9	12.3				
1608	8/1/2019 22:00	8.1	7.77	12.3				
1609	8/1/2019 22:15	7.7	7.7	11.7				
1610	8/1/2019 22:30	8.1	7.62	12.4				
1611	8/1/2019 22:45	8.1	7.55	12.4				
1612	8/1/2019 23:00	8.1	7.49	12.4				
1613	8/1/2019 23:15	8.1	7.42	12.4				
1614	8/1/2019 23:30	8.1	7.38	12.4				
1615	8/1/2019 23:45	7.7	7.32	11.8				
1616	8/2/2019 0:00	8.1	7.25	12.5				
1617	8/2/2019 0:15	8.1	7.22	12.5				
1618	8/2/2019 0:30	8.1	7.17	12.5				
1619	8/2/2019 0:45	8.1	7.14	12.5				
1620	8/2/2019 1:00	8.1	7.1	12.5				
1621	8/2/2019 1:15	8.1	7.08	12.5				
1622	8/2/2019 1:30	8.1	7.05	12.6				
1623	8/2/2019 1:45	8.1	7.01	12.6				
1624	8/2/2019 2:00	8.1	6.97	12.6				
1625	8/2/2019 2:15	7.7	6.93	12				
1626	8/2/2019 2:30	8.1	6.89	12.6				
1627	8/2/2019 2:45	7.7	6.87	12				
1628	8/2/2019 3:00	8.1	6.84	12.6				
1629	8/2/2019 3:15	8.1	6.8	12.6				
1630	8/2/2019 3:30	7.7	6.76	12				
1631	8/2/2019 3:45	8.1	6.72	12.7				
1632	8/2/2019 4:00	8.1	6.67	12.7				
1633	8/2/2019 4:15	7.7	6.64	12.1				
1634	8/2/2019 4:30	8.1	6.59	12.7				
1635	8/2/2019 4:45	7.7	6.56	12.1				
1636	8/2/2019 5:00	8.1	6.53	12.7				
1637	8/2/2019 5:15	8.1	6.47	12.8				
1638	8/2/2019 5:30	8.1	6.44	12.8				
1639	8/2/2019 5:45	8.1	6.42	12.8				
1640	8/2/2019 6:00	7.7	6.39	12.2				
1641	8/2/2019 6:15	7.7	6.36	12.2				
1642	8/2/2019 6:30	8.1	6.34	12.8				
1643	8/2/2019 6:45	8.1	6.31	12.8				
1644	8/2/2019 7:00	8.1	6.31	12.8				
1645	8/2/2019 7:15	7.7	6.34	12.2				
1646	8/2/2019 7:30	8.1	6.34	12.8				
1647	8/2/2019 7:45	7.7	6.35	12.2				
1648	8/2/2019 8:00	8.1	6.4	12.8				
1649	8/2/2019 8:15	8.1	6.48	12.8				
1650	8/2/2019 8:30	8.1	6.56	12.7				
1651	8/2/2019 8:45	8.1	6.69	12.7				
1652	8/2/2019 9:00	7.7	6.81	12				
1653	8/2/2019 9:15	7.7	6.91	12				
1654	8/2/2019 9:30	7.7	7.08	11.9				
1655	8/2/2019 9:45	7.7	7.24	11.9				
1656	8/2/2019 10:00	7.7	7.42	11.8				
1657	8/2/2019 10:15	7.7	7.61	11.7				
1658	8/2/2019 10:30	7.7	7.79	11.7				
1659	8/2/2019 10:45	8.1	7.99	12.2				
1660	8/2/2019 11:00	7.7	8.26	11.5				
1661	8/2/2019 11:15	8.1	8.8	12				
1662	8/2/2019 11:30	7.7	9	11.3				
1663	8/2/2019 11:45	7.7	9.05	11.3				
1664	8/2/2019 12:00	7.7	9.36	11.2				
1665	8/2/2019 12:15	8.1	9.46	11.7				
1666	8/2/2019 12:30	7.7	9.59	11.1				
1667	8/2/2019 12:45	7.7	10.16	11				
1668	8/2/2019 13:00	8.1	10.46	11.4				
1669	8/2/2019 13:15	7.7	10.79	10.8				
1670	8/2/2019 13:30	8.1	10.84	11.3				
1671	8/2/2019 13:40					Logged		
1672	8/2/2019 13:40						Logged	
1673	8/2/2019 13:45	-1.7	10.99	-2.4				
1674	8/2/2019 13:51						Logged	Logged
